Target_Time_h,Actual_Time_h,Drug,Concentration_uM,Replicate,Column,O2_Percent
24,24.0,VINC,4.5,3,VINC_4.5_3,24.1
24,24.0,VINC,4.5,4,VINC_4.5_4,33.4
24,24.0,VINC,4.5,5,VINC_4.5_5,23.6
24,24.0,VINC,4.5,6,VINC_4.5_6,11.9
24,24.0,VINC,13.5,2,VINC_13.5_2,22.2
24,24.0,VINC,13.5,3,VINC_13.5_3,32.9
24,24.0,VINC,13.5,4,VINC_13.5_4,19.0
24,24.0,VINC,13.5,5,VINC_13.5_5,23.3
24,24.0,VINC,13.5,6,VINC_13.5_6,34.1
24,24.0,VINC,13.5,7,VINC_13.5_7,32.8
24,24.0,DMSO,0.011111111,1,DMSO_0.011111111_1,55.0
24,24.0,DMSO,0.011111111,2,DMSO_0.011111111_2,17.1
24,24.0,DMSO,0.011111111,3,DMSO_0.011111111_3,8.3
24,24.0,DMSO,0.033333333,1,DMSO_0.033333333_1,7.0
24,24.0,DMSO,0.033333333,2,DMSO_0.033333333_2,16.5
24,24.0,DMSO,0.033333333,3,DMSO_0.033333333_3,9.5
24,24.0,DMSO,0.1,1,DMSO_0.1_1,7.6
24,24.0,DMSO,0.1,2,DMSO_0.1_2,5.5
24,24.0,DMSO,0.1,3,DMSO_0.1_3,6.9
24,24.0,DMSO,0.1,4,DMSO_0.1_4,8.1
24,24.0,DMSO,0.1,5,DMSO_0.1_5,42.8
24,24.0,DMSO,0.1,6,DMSO_0.1_6,5.7
24,24.0,DMSO,0.3,1,DMSO_0.3_1,7.3
24,24.0,DMSO,0.3,2,DMSO_0.3_2,22.2
24,24.0,DMSO,0.3,4,DMSO_0.3_4,9.3
48,48.0,DACTI,0.002222222,1,DACTI_0.002222222_1,15.1
48,48.0,DACTI,0.002222222,2,DACTI_0.002222222_2,15.4
48,48.0,DACTI,0.006666667,2,DACTI_0.006666667_2,58.6
48,48.0,DACTI,0.006666667,3,DACTI_0.006666667_3,5.0
48,48.0,DACTI,0.006666667,4,DACTI_0.006666667_4,18.5
48,48.0,DACTI,0.02,2,DACTI_0.02_2,13.6
48,48.0,DACTI,0.02,3,DACTI_0.02_3,10.1
48,48.0,DACTI,0.02,4,DACTI_0.02_4,6.9
48,48.0,DACTI,0.06,1,DACTI_0.06_1,79.5
48,48.0,DACTI,0.06,2,DACTI_0.06_2,34.7
48,48.0,DACTI,0.06,3,DACTI_0.06_3,31.8
48,48.0,DACTI,0.06,4,DACTI_0.06_4,16.3
48,48.0,DACTI,0.18,1,DACTI_0.18_1,79.1
48,48.0,DACTI,0.18,2,DACTI_0.18_2,73.2
48,48.0,DACTI,0.18,3,DACTI_0.18_3,58.9
48,48.0,GEMCI,0.555555556,1,GEMCI_0.555555556_1,6.3
48,48.0,GEMCI,0.555555556,2,GEMCI_0.555555556_2,5.7
48,48.0,GEMCI,0.555555556,3,GEMCI_0.555555556_3,4.6
48,48.0,GEMCI,0.555555556,4,GEMCI_0.555555556_4,23.4
48,48.0,GEMCI,0.555555556,5,GEMCI_0.555555556_5,5.0
48,48.0,GEMCI,1.666666667,1,GEMCI_1.666666667_1,7.1
48,48.0,GEMCI,1.666666667,2,GEMCI_1.666666667_2,10.1
48,48.0,GEMCI,1.666666667,3,GEMCI_1.666666667_3,5.9
48,48.0,GEMCI,1.666666667,4,GEMCI_1.666666667_4,2.5
48,48.0,GEMCI,1.666666667,5,GEMCI_1.666666667_5,5.5
48,48.0,GEMCI,1.666666667,7,GEMCI_1.666666667_7,7.3
48,48.0,GEMCI,5.0,1,GEMCI_5.0_1,11.8
48,48.0,GEMCI,5.0,2,GEMCI_5.0_2,4.9
48,48.0,GEMCI,5.0,4,GEMCI_5.0_4,3.5
48,48.0,GEMCI,5.0,5,GEMCI_5.0_5,12.1
48,48.0,GEMCI,5.0,6,GEMCI_5.0_6,10.0
48,48.0,GEMCI,15.0,1,GEMCI_15.0_1,6.3
48,48.0,GEMCI,15.0,3,GEMCI_15.0_3,4.4
48,48.0,GEMCI,15.0,4,GEMCI_15.0_4,9.4
48,48.0,GEMCI,15.0,6,GEMCI_15.0_6,3.3
48,48.0,GEMCI,15.0,7,GEMCI_15.0_7,7.0
48,48.0,GEMCI,15.0,8,GEMCI_15.0_8,5.8
48,48.0,GEMCI,45.0,1,GEMCI_45.0_1,3.0
48,48.0,GEMCI,45.0,2,GEMCI_45.0_2,6.1
48,48.0,GEMCI,45.0,3,GEMCI_45.0_3,4.4
48,48.0,GEMCI,45.0,4,GEMCI_45.0_4,4.7
48,48.0,GEMCI,45.0,6,GEMCI_45.0_6,70.4
48,48.0,GEMCI,45.0,7,GEMCI_45.0_7,5.3
48,48.0,PLICA,0.001111111,1,PLICA_0.001111111_1,4.8
48,48.0,PLICA,0.001111111,2,PLICA_0.001111111_2,1.4
48,48.0,PLICA,0.001111111,3,PLICA_0.001111111_3,8.5
48,48.0,PLICA,0.001111111,4,PLICA_0.001111111_4,9.1
48,48.0,PLICA,0.001111111,5,PLICA_0.001111111_5,5.3
48,48.0,PLICA,0.001111111,6,PLICA_0.001111111_6,6.6
48,48.0,PLICA,0.003333333,1,PLICA_0.003333333_1,4.9
48,48.0,PLICA,0.003333333,3,PLICA_0.003333333_3,6.2
48,48.0,PLICA,0.003333333,5,PLICA_0.003333333_5,4.4
48,48.0,PLICA,0.003333333,7,PLICA_0.003333333_7,4.1
48,48.0,PLICA,0.003333333,8,PLICA_0.003333333_8,3.1
48,48.0,PLICA,0.01,1,PLICA_0.01_1,8.8
48,48.0,PLICA,0.01,3,PLICA_0.01_3,5.6
48,48.0,PLICA,0.01,4,PLICA_0.01_4,7.0
48,48.0,PLICA,0.01,5,PLICA_0.01_5,4.9
48,48.0,PLICA,0.03,1,PLICA_0.03_1,8.1
48,48.0,PLICA,0.03,2,PLICA_0.03_2,4.7
48,48.0,PLICA,0.03,3,PLICA_0.03_3,4.8
48,48.0,PLICA,0.03,4,PLICA_0.03_4,8.9
48,48.0,PLICA,0.03,8,PLICA_0.03_8,4.0
48,48.0,PLICA,0.09,1,PLICA_0.09_1,8.1
48,48.0,PLICA,0.09,2,PLICA_0.09_2,15.0
48,48.0,PLICA,0.09,3,PLICA_0.09_3,7.6
48,48.0,PLICA,0.09,5,PLICA_0.09_5,10.2
48,48.0,PLICA,0.09,6,PLICA_0.09_6,8.0
48,48.0,PLICA,0.09,8,PLICA_0.09_8,7.1
48,48.0,VINC,0.166666667,1,VINC_0.166666667_1,8.1
48,48.0,VINC,0.166666667,2,VINC_0.166666667_2,14.9
48,48.0,VINC,0.166666667,3,VINC_0.166666667_3,17.5
48,48.0,VINC,0.166666667,4,VINC_0.166666667_4,29.4
48,48.0,VINC,0.166666667,5,VINC_0.166666667_5,21.8
48,48.0,VINC,0.5,2,VINC_0.5_2,19.5
48,48.0,VINC,0.5,3,VINC_0.5_3,30.4
48,48.0,VINC,0.5,4,VINC_0.5_4,34.8
48,48.0,VINC,0.5,5,VINC_0.5_5,45.0
48,48.0,VINC,0.5,6,VINC_0.5_6,28.9
48,48.0,VINC,1.5,1,VINC_1.5_1,34.3
48,48.0,VINC,1.5,2,VINC_1.5_2,41.8
48,48.0,VINC,1.5,3,VINC_1.5_3,25.1
48,48.0,VINC,1.5,4,VINC_1.5_4,44.3
48,48.0,VINC,1.5,6,VINC_1.5_6,19.3
48,48.0,VINC,4.5,3,VINC_4.5_3,28.4
48,48.0,VINC,4.5,5,VINC_4.5_5,40.0
48,48.0,VINC,4.5,6,VINC_4.5_6,20.7
48,48.0,VINC,13.5,1,VINC_13.5_1,27.5
48,48.0,VINC,13.5,2,VINC_13.5_2,35.5
48,48.0,VINC,13.5,3,VINC_13.5_3,27.8
48,48.0,VINC,13.5,4,VINC_13.5_4,24.7
48,48.0,VINC,13.5,6,VINC_13.5_6,45.4
48,48.0,VINC,13.5,7,VINC_13.5_7,49.4
48,48.0,DMSO,0.011111111,1,DMSO_0.011111111_1,48.6
48,48.0,DMSO,0.011111111,2,DMSO_0.011111111_2,8.2
48,48.0,DMSO,0.011111111,3,DMSO_0.011111111_3,3.6
48,48.0,DMSO,0.033333333,1,DMSO_0.033333333_1,5.1
48,48.0,DMSO,0.033333333,2,DMSO_0.033333333_2,9.8
48,48.0,DMSO,0.033333333,3,DMSO_0.033333333_3,5.3
48,48.0,DMSO,0.1,1,DMSO_0.1_1,6.8
48,48.0,DMSO,0.1,2,DMSO_0.1_2,7.7
48,48.0,DMSO,0.1,3,DMSO_0.1_3,5.5
48,48.0,DMSO,0.1,4,DMSO_0.1_4,6.0
48,48.0,DMSO,0.1,5,DMSO_0.1_5,32.6
48,48.0,DMSO,0.1,6,DMSO_0.1_6,6.8
48,48.0,DMSO,0.3,1,DMSO_0.3_1,4.6
48,48.0,DMSO,0.3,2,DMSO_0.3_2,16.1
48,48.0,DMSO,0.3,3,DMSO_0.3_3,8.1
48,48.0,DMSO,0.3,5,DMSO_0.3_5,23.8
72,72.0,DACTI,0.002222222,1,DACTI_0.002222222_1,14.2
72,72.0,DACTI,0.002222222,2,DACTI_0.002222222_2,19.8
72,72.0,DACTI,0.006666667,1,DACTI_0.006666667_1,11.2
72,72.0,DACTI,0.006666667,2,DACTI_0.006666667_2,68.6
72,72.0,DACTI,0.006666667,3,DACTI_0.006666667_3,8.5
72,72.0,DACTI,0.006666667,4,DACTI_0.006666667_4,22.9
72,72.0,DACTI,0.02,1,DACTI_0.02_1,29.2
72,72.0,DACTI,0.02,2,DACTI_0.02_2,26.8
72,72.0,DACTI,0.02,3,DACTI_0.02_3,41.7
72,72.0,DACTI,0.02,4,DACTI_0.02_4,30.2
72,72.0,DACTI,0.06,1,DACTI_0.06_1,78.9
72,72.0,DACTI,0.06,2,DACTI_0.06_2,59.1
72,72.0,DACTI,0.06,3,DACTI_0.06_3,57.5
72,72.0,DACTI,0.06,4,DACTI_0.06_4,67.7
72,72.0,DACTI,0.18,1,DACTI_0.18_1,80.6
72,72.0,DACTI,0.18,2,DACTI_0.18_2,81.4
72,72.0,DACTI,0.18,3,DACTI_0.18_3,70.8
72,72.0,GEMCI,0.555555556,1,GEMCI_0.555555556_1,14.2
72,72.0,GEMCI,0.555555556,3,GEMCI_0.555555556_3,4.3
72,72.0,GEMCI,0.555555556,4,GEMCI_0.555555556_4,24.5
72,72.0,GEMCI,0.555555556,5,GEMCI_0.555555556_5,3.9
72,72.0,GEMCI,0.555555556,6,GEMCI_0.555555556_6,7.2
72,72.0,GEMCI,1.666666667,1,GEMCI_1.666666667_1,14.9
72,72.0,GEMCI,1.666666667,4,GEMCI_1.666666667_4,2.6
72,72.0,GEMCI,1.666666667,5,GEMCI_1.666666667_5,7.2
72,72.0,GEMCI,1.666666667,6,GEMCI_1.666666667_6,5.5
72,72.0,GEMCI,1.666666667,7,GEMCI_1.666666667_7,12.5
72,72.0,GEMCI,5.0,1,GEMCI_5.0_1,10.9
72,72.0,GEMCI,5.0,3,GEMCI_5.0_3,4.4
72,72.0,GEMCI,5.0,4,GEMCI_5.0_4,5.6
72,72.0,GEMCI,5.0,5,GEMCI_5.0_5,23.5
72,72.0,GEMCI,5.0,6,GEMCI_5.0_6,15.3
72,72.0,GEMCI,15.0,1,GEMCI_15.0_1,12.7
72,72.0,GEMCI,15.0,3,GEMCI_15.0_3,4.6
72,72.0,GEMCI,15.0,4,GEMCI_15.0_4,6.8
72,72.0,GEMCI,15.0,6,GEMCI_15.0_6,10.5
72,72.0,GEMCI,15.0,8,GEMCI_15.0_8,10.7
72,72.0,GEMCI,45.0,1,GEMCI_45.0_1,2.1
72,72.0,GEMCI,45.0,2,GEMCI_45.0_2,5.8
72,72.0,GEMCI,45.0,3,GEMCI_45.0_3,2.5
72,72.0,GEMCI,45.0,4,GEMCI_45.0_4,8.0
72,72.0,GEMCI,45.0,5,GEMCI_45.0_5,9.9
72,72.0,GEMCI,45.0,7,GEMCI_45.0_7,15.9
72,72.0,PLICA,0.001111111,1,PLICA_0.001111111_1,6.1
72,72.0,PLICA,0.001111111,2,PLICA_0.001111111_2,4.4
72,72.0,PLICA,0.001111111,4,PLICA_0.001111111_4,16.4
72,72.0,PLICA,0.001111111,5,PLICA_0.001111111_5,9.4
72,72.0,PLICA,0.003333333,1,PLICA_0.003333333_1,6.8
72,72.0,PLICA,0.003333333,3,PLICA_0.003333333_3,6.6
72,72.0,PLICA,0.003333333,4,PLICA_0.003333333_4,8.6
72,72.0,PLICA,0.003333333,5,PLICA_0.003333333_5,5.2
72,72.0,PLICA,0.003333333,6,PLICA_0.003333333_6,9.7
72,72.0,PLICA,0.003333333,7,PLICA_0.003333333_7,7.7
72,72.0,PLICA,0.003333333,8,PLICA_0.003333333_8,4.5
72,72.0,PLICA,0.01,2,PLICA_0.01_2,10.4
72,72.0,PLICA,0.01,3,PLICA_0.01_3,6.3
72,72.0,PLICA,0.01,5,PLICA_0.01_5,3.9
72,72.0,PLICA,0.01,6,PLICA_0.01_6,5.8
72,72.0,PLICA,0.01,7,PLICA_0.01_7,5.8
72,72.0,PLICA,0.03,1,PLICA_0.03_1,7.9
72,72.0,PLICA,0.03,2,PLICA_0.03_2,5.2
72,72.0,PLICA,0.03,3,PLICA_0.03_3,5.2
72,72.0,PLICA,0.03,5,PLICA_0.03_5,3.5
72,72.0,PLICA,0.03,6,PLICA_0.03_6,14.3
72,72.0,PLICA,0.03,7,PLICA_0.03_7,2.7
72,72.0,PLICA,0.03,8,PLICA_0.03_8,4.1
72,72.0,PLICA,0.09,1,PLICA_0.09_1,10.7
72,72.0,PLICA,0.09,2,PLICA_0.09_2,8.1
72,72.0,PLICA,0.09,6,PLICA_0.09_6,12.2
72,72.0,PLICA,0.09,8,PLICA_0.09_8,9.6
72,72.0,VINC,0.166666667,1,VINC_0.166666667_1,15.8
72,72.0,VINC,0.166666667,2,VINC_0.166666667_2,37.5
72,72.0,VINC,0.166666667,3,VINC_0.166666667_3,43.6
72,72.0,VINC,0.166666667,4,VINC_0.166666667_4,52.7
72,72.0,VINC,0.166666667,5,VINC_0.166666667_5,53.8
72,72.0,VINC,0.5,2,VINC_0.5_2,44.1
72,72.0,VINC,0.5,4,VINC_0.5_4,56.5
72,72.0,VINC,0.5,5,VINC_0.5_5,68.8
72,72.0,VINC,0.5,6,VINC_0.5_6,58.3
72,72.0,VINC,1.5,1,VINC_1.5_1,56.0
72,72.0,VINC,1.5,2,VINC_1.5_2,52.7
72,72.0,VINC,1.5,4,VINC_1.5_4,55.1
72,72.0,VINC,1.5,5,VINC_1.5_5,34.3
72,72.0,VINC,1.5,6,VINC_1.5_6,32.4
72,72.0,VINC,4.5,3,VINC_4.5_3,48.7
72,72.0,VINC,4.5,6,VINC_4.5_6,37.2
72,72.0,VINC,13.5,1,VINC_13.5_1,44.7
72,72.0,VINC,13.5,2,VINC_13.5_2,51.5
72,72.0,VINC,13.5,3,VINC_13.5_3,43.4
72,72.0,VINC,13.5,4,VINC_13.5_4,47.7
72,72.0,VINC,13.5,6,VINC_13.5_6,58.7
72,72.0,VINC,13.5,7,VINC_13.5_7,60.0
72,72.0,DMSO,0.011111111,1,DMSO_0.011111111_1,49.0
72,72.0,DMSO,0.011111111,2,DMSO_0.011111111_2,13.4
72,72.0,DMSO,0.033333333,1,DMSO_0.033333333_1,5.1
72,72.0,DMSO,0.033333333,2,DMSO_0.033333333_2,11.9
72,72.0,DMSO,0.033333333,3,DMSO_0.033333333_3,7.2
72,72.0,DMSO,0.1,1,DMSO_0.1_1,6.8
72,72.0,DMSO,0.1,2,DMSO_0.1_2,5.0
72,72.0,DMSO,0.1,3,DMSO_0.1_3,6.4
72,72.0,DMSO,0.1,4,DMSO_0.1_4,7.3
72,72.0,DMSO,0.1,5,DMSO_0.1_5,30.4
72,72.0,DMSO,0.1,6,DMSO_0.1_6,6.8
72,72.0,DMSO,0.3,1,DMSO_0.3_1,7.1
72,72.0,DMSO,0.3,2,DMSO_0.3_2,12.2
72,72.0,DMSO,0.3,3,DMSO_0.3_3,6.4
72,72.0,DMSO,0.3,4,DMSO_0.3_4,7.8
96,94.0,DACTI,0.002222222,1,DACTI_0.002222222_1,7.7
96,94.0,DACTI,0.002222222,2,DACTI_0.002222222_2,10.6
96,94.0,DACTI,0.006666667,1,DACTI_0.006666667_1,15.3
96,94.0,DACTI,0.006666667,2,DACTI_0.006666667_2,73.9
96,94.0,DACTI,0.006666667,3,DACTI_0.006666667_3,10.1
96,94.0,DACTI,0.006666667,4,DACTI_0.006666667_4,17.4
96,94.0,DACTI,0.02,1,DACTI_0.02_1,48.5
96,94.0,DACTI,0.02,2,DACTI_0.02_2,26.5
96,94.0,DACTI,0.02,3,DACTI_0.02_3,54.1
96,94.0,DACTI,0.02,4,DACTI_0.02_4,53.8
96,94.0,DACTI,0.06,1,DACTI_0.06_1,83.6
96,94.0,DACTI,0.06,2,DACTI_0.06_2,67.6
96,94.0,DACTI,0.06,3,DACTI_0.06_3,71.4
96,94.0,DACTI,0.06,4,DACTI_0.06_4,76.8
96,94.0,DACTI,0.18,1,DACTI_0.18_1,80.8
96,94.0,DACTI,0.18,2,DACTI_0.18_2,83.9
96,94.0,DACTI,0.18,3,DACTI_0.18_3,73.1
96,94.0,GEMCI,0.555555556,1,GEMCI_0.555555556_1,74.0
96,94.0,GEMCI,0.555555556,3,GEMCI_0.555555556_3,2.7
96,94.0,GEMCI,0.555555556,4,GEMCI_0.555555556_4,19.1
96,94.0,GEMCI,0.555555556,5,GEMCI_0.555555556_5,2.4
96,94.0,GEMCI,0.555555556,6,GEMCI_0.555555556_6,5.3
96,94.0,GEMCI,1.666666667,1,GEMCI_1.666666667_1,15.7
96,94.0,GEMCI,1.666666667,5,GEMCI_1.666666667_5,6.9
96,94.0,GEMCI,1.666666667,6,GEMCI_1.666666667_6,63.1
96,94.0,GEMCI,1.666666667,7,GEMCI_1.666666667_7,10.5
96,94.0,GEMCI,5.0,1,GEMCI_5.0_1,11.4
96,94.0,GEMCI,5.0,3,GEMCI_5.0_3,9.0
96,94.0,GEMCI,5.0,4,GEMCI_5.0_4,4.9
96,94.0,GEMCI,5.0,5,GEMCI_5.0_5,26.3
96,94.0,GEMCI,5.0,6,GEMCI_5.0_6,12.1
96,94.0,GEMCI,15.0,3,GEMCI_15.0_3,3.3
96,94.0,GEMCI,15.0,4,GEMCI_15.0_4,7.0
96,94.0,GEMCI,15.0,6,GEMCI_15.0_6,10.0
96,94.0,GEMCI,15.0,8,GEMCI_15.0_8,6.7
96,94.0,GEMCI,45.0,1,GEMCI_45.0_1,2.2
96,94.0,GEMCI,45.0,2,GEMCI_45.0_2,6.1
96,94.0,GEMCI,45.0,3,GEMCI_45.0_3,3.6
96,94.0,GEMCI,45.0,4,GEMCI_45.0_4,10.4
96,94.0,GEMCI,45.0,5,GEMCI_45.0_5,8.6
96,94.0,GEMCI,45.0,7,GEMCI_45.0_7,16.2
96,94.0,PLICA,0.001111111,1,PLICA_0.001111111_1,6.7
96,94.0,PLICA,0.001111111,2,PLICA_0.001111111_2,7.5
96,94.0,PLICA,0.001111111,4,PLICA_0.001111111_4,11.3
96,94.0,PLICA,0.003333333,1,PLICA_0.003333333_1,9.3
96,94.0,PLICA,0.003333333,4,PLICA_0.003333333_4,7.0
96,94.0,PLICA,0.003333333,5,PLICA_0.003333333_5,67.0
96,94.0,PLICA,0.003333333,7,PLICA_0.003333333_7,9.2
96,94.0,PLICA,0.01,3,PLICA_0.01_3,8.2
96,94.0,PLICA,0.01,5,PLICA_0.01_5,3.6
96,94.0,PLICA,0.01,6,PLICA_0.01_6,5.4
96,94.0,PLICA,0.01,7,PLICA_0.01_7,3.6
96,94.0,PLICA,0.03,1,PLICA_0.03_1,6.1
96,94.0,PLICA,0.03,2,PLICA_0.03_2,3.8
96,94.0,PLICA,0.03,3,PLICA_0.03_3,7.6
96,94.0,PLICA,0.03,4,PLICA_0.03_4,98.6
96,94.0,PLICA,0.03,5,PLICA_0.03_5,5.4
96,94.0,PLICA,0.03,6,PLICA_0.03_6,14.9
96,94.0,PLICA,0.03,7,PLICA_0.03_7,3.0
96,94.0,PLICA,0.03,8,PLICA_0.03_8,3.9
96,94.0,PLICA,0.09,1,PLICA_0.09_1,70.5
96,94.0,PLICA,0.09,2,PLICA_0.09_2,7.0
96,94.0,PLICA,0.09,6,PLICA_0.09_6,6.3
96,94.0,VINC,0.166666667,1,VINC_0.166666667_1,32.9
96,94.0,VINC,0.166666667,2,VINC_0.166666667_2,51.1
96,94.0,VINC,0.166666667,3,VINC_0.166666667_3,55.9
96,94.0,VINC,0.166666667,4,VINC_0.166666667_4,60.3
96,94.0,VINC,0.166666667,5,VINC_0.166666667_5,61.4
96,94.0,VINC,0.5,2,VINC_0.5_2,53.2
96,94.0,VINC,0.5,4,VINC_0.5_4,56.2
96,94.0,VINC,0.5,5,VINC_0.5_5,67.5
96,94.0,VINC,0.5,6,VINC_0.5_6,70.1
96,94.0,VINC,1.5,1,VINC_1.5_1,64.5
96,94.0,VINC,1.5,2,VINC_1.5_2,61.0
96,94.0,VINC,1.5,4,VINC_1.5_4,56.9
96,94.0,VINC,1.5,5,VINC_1.5_5,31.1
96,94.0,VINC,4.5,3,VINC_4.5_3,48.9
96,94.0,VINC,4.5,6,VINC_4.5_6,34.6
96,94.0,VINC,13.5,1,VINC_13.5_1,51.1
96,94.0,VINC,13.5,3,VINC_13.5_3,52.9
96,94.0,VINC,13.5,4,VINC_13.5_4,49.7
96,94.0,VINC,13.5,6,VINC_13.5_6,74.9
96,94.0,VINC,13.5,7,VINC_13.5_7,78.1
96,94.0,DMSO,0.011111111,1,DMSO_0.011111111_1,38.6
96,94.0,DMSO,0.011111111,2,DMSO_0.011111111_2,9.7
96,94.0,DMSO,0.033333333,1,DMSO_0.033333333_1,6.4
96,94.0,DMSO,0.033333333,2,DMSO_0.033333333_2,10.4
96,94.0,DMSO,0.033333333,3,DMSO_0.033333333_3,4.7
96,94.0,DMSO,0.1,1,DMSO_0.1_1,9.6
96,94.0,DMSO,0.1,2,DMSO_0.1_2,9.9
96,94.0,DMSO,0.1,3,DMSO_0.1_3,9.8
96,94.0,DMSO,0.1,4,DMSO_0.1_4,10.3
96,94.0,DMSO,0.1,5,DMSO_0.1_5,19.3
96,94.0,DMSO,0.1,6,DMSO_0.1_6,6.7
96,94.0,DMSO,0.3,1,DMSO_0.3_1,5.5
96,94.0,DMSO,0.3,2,DMSO_0.3_2,8.2
96,94.0,DMSO,0.3,3,DMSO_0.3_3,4.9
96,94.0,DMSO,0.3,4,DMSO_0.3_4,5.9
